field_id,Wheat,Mustard,Lentil,No Crop,Green pea,Sugarcane,Garlic,Maize,Gram,Coriander,Potato,Bersem,Rice
11,0.21070646231208165,0.22926365852500993,0.07632038666586512,0.12974759975938718,0.02367142994874484,0.2661687948337061,0.0021401833395078202,0.01688505225841598,0.0007292821184658844,0.0015999103604752611,0.01988138927788817,0.003851272476005534,0.0190345781244463
13,0.4472425975705501,0.1686160012715083,0.12649630549429847,0.1312753808979741,0.030249985635958303,0.06351398760019385,0.009244138477898995,0.0006537715570468671,0.0033326735905281615,0.00422734184065875,0.00365724886408561,0.008308888314569454,0.0031816788847287935
19,0.3229392717924437,0.22088554885755282,0.1447011982693846,0.08549075785055076,0.03371882246395324,0.17077932217079395,0.0023049088785882426,0.0012880229868622215,0.0009429754593818682,0.006413514341408105,0.0045067607147395135,0.004578271095316932,0.0014506251190238473
21,0.11197874957366827,0.19739419698524985,0.14821886889332225,0.20784531547941784,0.03152462834503396,0.23432216048837032,0.013852962976668503,0.005486102409542101,0.006972103788186665,0.0014720834492263455,0.02713305724301608,0.010553265262254106,0.0032465051060434247
25,0.19152638357051283,0.052612782902152946,0.0864253528406885,0.6367273773485929,0.007215836184001309,0.01593960289787334,0.001127641826224635,0.0004942885336048424,0.0009620769233019729,0.0006025096854665856,0.0008182420161573111,0.004029296473272503,0.0015186087981500392
26,0.1957186073368741,0.1389118890992179,0.4165189359262584,0.12055830704847147,0.03470594606308245,0.05958691807919366,0.003160456998899559,0.0008671910216073364,0.005154568338867627,0.002261426337752573,0.006296309935262952,0.01565197057119478,0.0006074732433168563
29,0.17114689569498778,0.20315662274694513,0.1902924917846747,0.1396692128236696,0.023901935197965393,0.20889152021269844,0.0072312599153313475,0.005586503721073258,0.010254793402252493,0.003280498092137769,0.017647476291286567,0.018204907100480665,0.0007358830164965806
39,0.061908485914003816,0.2244534385711838,0.06143543360752897,0.055582499299673016,0.011458037949280627,0.4968745238175658,0.0035844095108780874,0.0023279738784341385,0.0067546753346441075,0.005225033605975516,0.06029949523565433,0.009527108431407713,0.0005688848437697078
44,0.19026934436383733,0.23328097765901953,0.02798922024275355,0.16737969077749043,0.014764665403979636,0.26897383814015013,0.007075865206903232,0.04648375246586322,0.004270780034143319,0.0020183974993749267,0.024248007381986833,0.010025089385063054,0.0032203714394344043
48,0.09317829272869126,0.25937564602645075,0.13121886783835687,0.14279871767105393,0.03458231120579745,0.21637694246477734,0.011911336116425975,0.008205050270726962,0.014151345487633782,0.0023666579589462604,0.04308896865608798,0.04185939773981479,0.0008864658352363009
52,0.296440435103182,0.17689349351710745,0.06912902326218955,0.3038948721168921,0.037835178609956006,0.05196351152069724,0.025342780599061823,0.0004375059888137679,0.012009914826799195,0.015095397905145014,0.0038988774967709727,0.006688227081143656,0.00037078197224084625
63,0.22050701111405588,0.24205853891341272,0.0725076178578848,0.13121225280140533,0.025454070980409024,0.27216235583144976,0.004784641154721939,0.004254220692510842,0.0059194823356414905,0.0034105646701942313,0.012790429092366922,0.003697426864512921,0.0012413876914337697
64,0.13844227728222308,0.19343759353644602,0.060445015079752494,0.08650889249127719,0.015715926337941766,0.4649340542328213,0.003129889269292589,0.006269677316787486,0.00367198392754876,0.00720396030029981,0.014488724104190345,0.005465134703291534,0.0002868714181271909
65,0.2534533760380384,0.18566827755260246,0.105928405115962,0.1052914113025779,0.054329790404798683,0.1446704810700234,0.025950740359009544,0.025769456560706717,0.007250241877445848,0.012699034378410214,0.040856493318009335,0.010285950586843763,0.02784634143557143
67,0.40322705170254847,0.10339443240140195,0.14873795742189883,0.32037997528551265,0.00738076027294365,0.009413586918792124,0.0017082229335292137,3.889069720956922e-05,0.0025158587596817578,0.0018231192530876817,0.00031863409955244586,0.0008857123526040852,0.00017579790123725214
68,0.35585943903879785,0.13433785010144564,0.15429752313828432,0.2629836080648197,0.01609623119497401,0.04619044334586086,0.0036558200875020834,0.00036118188921319437,0.004419869592262833,0.0066916111704144795,0.00344457190690832,0.010907584135363378,0.0007542663341529352
69,0.38213986435656055,0.08513292580450424,0.11268596877364692,0.404814675226356,0.0029180587290816907,0.006627815239187995,0.001687829269650695,4.7991968828850805e-05,0.0011776064338733956,0.0016290555030852283,0.00026482598751142506,0.0007043138451697323,0.00016906886254301144
79,0.18024192069974576,0.15335865386639586,0.0213953993847282,0.17098008496814002,0.010772722627646721,0.39839657071634327,0.004268600621560123,0.016955940219335743,0.0016544381510334005,0.0029442642436027116,0.02289276363338556,0.0035139745171117415,0.01262466635097055
90,0.12873403431823932,0.26083162409807437,0.06421240591014815,0.09243811328048027,0.03970189829515498,0.3475409793432105,0.004992811859670563,0.01569795661149287,0.005399679926895448,0.0038833173550296973,0.020326665357971833,0.014925642540965449,0.0013148711026662804
92,0.13533251118342313,0.2760827026552154,0.05721913562646785,0.12397901342317762,0.03178042667197162,0.3128092167526139,0.008469710248970416,0.005492239840804526,0.006067154647088251,0.002523421335591615,0.02206498370554903,0.01654046868641962,0.001639015222706783
94,0.10240575749823624,0.2040884282417401,0.053750461743537134,0.11284401760254625,0.05460925775621766,0.20871201488877977,0.06501893204111948,0.012047226516628207,0.021630721174683412,0.012286325320741125,0.1280513246486071,0.023541206998916854,0.001014325568246444
95,0.1989055885673734,0.41753115168225313,0.05848880236098115,0.08490903189635303,0.09265971040080508,0.040603803709885825,0.03633691025906749,0.0009585292194528231,0.03841624312654438,0.009666821873470087,0.0067321230044473275,0.01467844708337048,0.00011283681599551609
99,0.13741284986765281,0.24114786356246753,0.03961854782573057,0.08897448478542011,0.02175922949329038,0.4237475256397633,0.0018872281853405783,0.014042010105893305,0.004174415811793149,0.0027232174768537587,0.01270392445014466,0.011022684211318627,0.0007860185843307899
