field_id,Wheat,Mustard,Lentil,No Crop,Green pea,Sugarcane,Garlic,Maize,Gram,Coriander,Potato,Bersem,Rice
11,0.19924,0.21828,0.07339999999999999,0.13163999999999998,0.0212,0.29944000000000004,0.00264,0.0136,0.00056,0.0008,0.0196,0.003920000000000001,0.01568
13,0.47215999999999997,0.15924000000000002,0.10667999999999998,0.13748,0.02916,0.06908,0.0074,0.00056,0.0021200000000000004,0.004200000000000001,0.0042,0.00424,0.00348
19,0.32239999999999996,0.2336,0.1452,0.09111999999999999,0.02948,0.16319999999999998,0.0018,0.00092,0.00052,0.004520000000000001,0.00316,0.00304,0.0010400000000000001
21,0.1032,0.20804,0.14696,0.21056,0.04052,0.22728,0.012360000000000001,0.00436,0.007199999999999999,0.00144,0.02792,0.00824,0.00192
25,0.17264,0.03884,0.07556,0.6909600000000001,0.00396,0.01132,0.0002,0.00036,0.0006,0.00044,0.0008799999999999999,0.0026,0.0016399999999999997
26,0.18952,0.12576,0.44332,0.12459999999999999,0.030399999999999996,0.06216,0.0019199999999999998,0.00052,0.004320000000000001,0.00144,0.0042,0.011639999999999998,0.00020000000000000004
29,0.17480000000000007,0.17864,0.21495999999999998,0.14112,0.021159999999999998,0.22368000000000005,0.00368,0.0032000000000000006,0.008839999999999999,0.00288,0.013600000000000001,0.012960000000000001,0.00047999999999999996
39,0.04596,0.24123999999999998,0.05676,0.04967999999999999,0.007680000000000001,0.51256,0.0019200000000000003,0.00104,0.00504,0.0018400000000000003,0.07008,0.00564,0.00056
44,0.21272,0.23468000000000003,0.02368,0.17360000000000003,0.015799999999999998,0.2644,0.00676,0.03336,0.00456,0.0015999999999999999,0.01848,0.00716,0.0031999999999999997
48,0.09483999999999998,0.28087999999999996,0.13340000000000002,0.1326,0.03172,0.23444,0.010159999999999999,0.0058800000000000015,0.014360000000000003,0.00268,0.02812,0.03028,0.0006399999999999999
52,0.28636,0.15316000000000002,0.05800000000000001,0.37263999999999997,0.04184,0.04371999999999999,0.015600000000000001,0.00028000000000000003,0.006519999999999999,0.014400000000000001,0.00248,0.00488,0.00012000000000000002
63,0.23403999999999997,0.24608,0.06724000000000001,0.13440000000000002,0.022840000000000006,0.2639999999999999,0.0058000000000000005,0.0038,0.005479999999999999,0.0018,0.011120000000000001,0.00272,0.00068
64,0.13759999999999997,0.20088,0.062479999999999994,0.08928,0.01328,0.46092,0.0034400000000000003,0.00492,0.0034000000000000007,0.00612,0.01364,0.003919999999999999,0.00012000000000000002
65,0.24383999999999997,0.18264,0.10819999999999999,0.09392,0.05932,0.15496,0.0274,0.028839999999999998,0.008799999999999999,0.013160000000000002,0.04532,0.009080000000000001,0.024520000000000004
67,0.402,0.09272,0.15467999999999998,0.33824,0.0025999999999999994,0.00508,0.0008,0.0,0.0015199999999999999,0.0014399999999999999,8e-05,0.0007599999999999999,8e-05
68,0.3236,0.1212,0.16108,0.31708,0.011759999999999998,0.04364,0.0018800000000000002,0.00044,0.0033199999999999996,0.0035200000000000014,0.0019600000000000004,0.01004,0.00047999999999999996
69,0.36028,0.07279999999999999,0.10228000000000001,0.45404000000000005,0.00192,0.00544,0.0006000000000000001,4e-05,0.00096,0.001,0.0002,0.0004,4e-05
79,0.17243999999999998,0.13428,0.01356,0.16712,0.00972,0.44828000000000007,0.0035600000000000002,0.01316,0.00108,0.0033199999999999996,0.02144,0.00212,0.009920000000000002
90,0.12816,0.27224000000000004,0.054759999999999996,0.08716,0.04688,0.35472000000000004,0.0038400000000000005,0.01036,0.0052,0.0024,0.0192,0.01392,0.00116
92,0.12976000000000001,0.29156,0.040440000000000004,0.12244,0.03536,0.33111999999999997,0.00812,0.004,0.0041600000000000005,0.00132,0.01752,0.012199999999999999,0.0019999999999999996
94,0.09212000000000001,0.17776000000000003,0.0492,0.10799999999999998,0.0574,0.18772,0.0862,0.00764,0.01832,0.010960000000000001,0.18,0.02392,0.00076
95,0.18808,0.47824,0.049600000000000005,0.06620000000000001,0.09136000000000001,0.031400000000000004,0.02936,0.00044,0.04000000000000001,0.012280000000000001,0.00344,0.009600000000000001,0.0
99,0.14564,0.23948,0.030799999999999998,0.08780000000000002,0.02148,0.43984,0.0012000000000000001,0.00872,0.0038,0.00148,0.010159999999999999,0.009,0.0006000000000000001
105,0.09972,0.017759999999999998,0.01704,0.8575200000000001,0.0015599999999999998,0.004959999999999999,4e-05,4e-05,0.00023999999999999998,0.00024000000000000003,0.00012000000000000002,0.0006,0.00015999999999999999
109,0.4382400000000001,0.19483999999999999,0.04896,0.14612,0.04648,0.09704,0.0086,0.00208,0.00116,0.00196,0.006039999999999999,0.00284,0.005639999999999999
119,0.14864,0.23003999999999997,0.15628000000000003,0.10976,0.017920000000000002,0.28584000000000004,0.00536,0.0018399999999999998,0.006159999999999999,0.012280000000000001,0.01656,0.009280000000000002,4e-05
129,0.14840000000000003,0.36632,0.046759999999999996,0.047360000000000006,0.03524,0.28588,0.01772,0.0007999999999999999,0.019799999999999998,0.008479999999999998,0.00944,0.01372,8e-05
146,0.11051034482758623,0.1316786206896552,0.014940689655172411,0.3357296551724137,0.006162758620689655,0.2629365517241379,0.001833103448275862,0.028888275862068966,0.0008289655172413793,0.0013048275862068965,0.04127724137931034,0.0013117241379310347,0.06259724137931034
148,0.11984,0.14668,0.0178,0.43252,0.008,0.08892000000000001,0.0011200000000000001,0.039,8e-05,0.00168,0.04432,0.0012000000000000001,0.09884
151,0.28332,0.21404,0.1086,0.13632,0.17579999999999998,0.05840000000000001,0.006679999999999999,0.00028000000000000003,0.0048400000000000006,0.00352,0.0021200000000000004,0.005680000000000001,0.0004
160,0.06976,0.12491999999999999,0.038200000000000005,0.17476000000000003,0.01008,0.5558800000000002,0.00356,0.0006000000000000001,0.00392,0.004,0.0102,0.00356,0.00056
162,0.25532,0.13464,0.43716,0.02844,0.01908,0.03076,0.035519999999999996,8e-05,0.03656,0.01488,0.00464,0.0029200000000000003,0.0
166,0.14995999999999998,0.20784000000000002,0.14452,0.19188000000000005,0.010239999999999999,0.24691999999999997,0.00216,0.006839999999999998,0.0034000000000000002,0.0024400000000000003,0.01416,0.017640000000000003,0.002
168,0.19292,0.11732,0.27348000000000006,0.09908000000000003,0.05432,0.23859999999999998,0.00352,0.0002,0.00212,0.0031999999999999997,0.00624,0.00864,0.00036
169,0.268,0.18868000000000001,0.20307999999999998,0.10804,0.01848,0.17912,0.00264,0.00043999999999999996,0.0028799999999999997,0.011959999999999998,0.006480000000000001,0.0098,0.0004
180,0.6386000000000001,0.07324,0.08344,0.18824,0.0038800000000000006,0.00648,0.0010400000000000001,0.0,0.00168,0.0024,0.00039999999999999996,0.0006,0.0
182,0.7410800000000001,0.0544,0.04764000000000001,0.14312000000000002,0.00492,0.00496,0.0010400000000000001,0.00012000000000000002,0.0008,0.0008,0.00024000000000000003,0.0008399999999999999,4e-05
183,0.14084000000000002,0.35264,0.037840000000000006,0.19791999999999998,0.030399999999999996,0.18012,0.0067599999999999995,0.00256,0.005840000000000001,0.00244,0.03224,0.0084,0.0019999999999999996
187,0.35996000000000006,0.22320000000000004,0.10391999999999998,0.12108000000000002,0.045160000000000006,0.12919999999999998,0.00416,0.00020000000000000004,0.0021999999999999997,0.00292,0.00416,0.0038,4e-05
