field_id,Wheat,Mustard,Lentil,No Crop,Green pea,Sugarcane,Garlic,Maize,Gram,Coriander,Potato,Bersem,Rice
11,0.25125,0.251,0.07925,0.135075,0.022825,0.198225,0.0019500000000000003,0.015249999999999998,0.0005750000000000001,0.0019749999999999998,0.01865,0.0035500000000000006,0.020425000000000002
13,0.47465000000000007,0.163975,0.12605,0.12045,0.031275,0.0533,0.010550000000000002,0.000675,0.0016250000000000001,0.003375,0.00195,0.0083,0.0038250000000000003
19,0.35265,0.219475,0.1307,0.08677499999999999,0.037275,0.15244999999999997,0.001975,0.0011500000000000002,0.0006500000000000001,0.00715,0.0033500000000000005,0.00455,0.0018499999999999999
21,0.121075,0.192325,0.166425,0.207975,0.021500000000000002,0.23030000000000003,0.012750000000000003,0.004575000000000001,0.005775,0.00115,0.022799999999999997,0.010450000000000001,0.0029000000000000002
25,0.18897500000000006,0.047725,0.089125,0.6467,0.005875,0.014074999999999999,0.0012,0.000575,0.000525,0.00045000000000000004,0.00025,0.0027,0.0018250000000000002
26,0.21119999999999997,0.145525,0.40862499999999996,0.11339999999999999,0.03295,0.05007499999999999,0.004050000000000001,0.000625,0.0052499999999999995,0.002575,0.0068000000000000005,0.018,0.000925
29,0.15927499999999994,0.2244,0.19065,0.1419,0.029875000000000006,0.166125,0.012225,0.007275000000000001,0.0117,0.0033,0.027174999999999998,0.025425000000000003,0.000675
39,0.051225,0.23994999999999997,0.052525,0.045075,0.012625,0.500125,0.004124999999999999,0.0025000000000000005,0.008375,0.0053750000000000004,0.065425,0.012275,0.0004000000000000001
44,0.18744999999999998,0.23995000000000002,0.025849999999999998,0.16435,0.009300000000000001,0.26825,0.00785,0.055625,0.00405,0.0014500000000000001,0.023025,0.010150000000000001,0.0027
48,0.08307500000000001,0.28442500000000004,0.115375,0.14537499999999998,0.033225,0.18539999999999998,0.0142,0.012124999999999999,0.014275,0.001575,0.056675,0.05355,0.000725
52,0.3061,0.168475,0.07357499999999999,0.31237499999999996,0.036275,0.05109999999999999,0.020399999999999998,0.00027500000000000007,0.009875,0.011475000000000003,0.00375,0.005774999999999999,0.00055
63,0.23182500000000003,0.23792500000000003,0.068575,0.14842499999999997,0.025224999999999997,0.2511,0.004725,0.0036750000000000003,0.005625,0.004175,0.012725,0.003725,0.0022749999999999997
64,0.1434,0.1943,0.062075000000000005,0.09307499999999999,0.014475000000000002,0.4441,0.0033,0.006999999999999999,0.004175,0.007174999999999999,0.019375,0.0073,0.00025
65,0.28025,0.17939999999999998,0.089175,0.102575,0.051975,0.15645000000000003,0.029249999999999998,0.0239,0.006125,0.011600000000000001,0.03655,0.0094,0.023350000000000003
67,0.38875,0.093925,0.11735,0.37829999999999997,0.007300000000000001,0.008075,0.0017749999999999999,2.5e-05,0.002075,0.00135,0.00025000000000000006,0.0006750000000000001,0.00015000000000000001
68,0.388875,0.12192500000000002,0.11302500000000001,0.2938,0.020474999999999997,0.03285,0.004925,0.00020000000000000004,0.0039250000000000005,0.005725,0.003550000000000001,0.009850000000000003,0.0008750000000000001
69,0.36605000000000004,0.07329999999999999,0.093725,0.455125,0.002375,0.004274999999999999,0.001625,5e-05,0.001025,0.0013750000000000001,0.000275,0.0005750000000000001,0.00022500000000000002
79,0.1954,0.16775,0.0247,0.16720000000000002,0.008425,0.37817500000000004,0.004475000000000001,0.01535,0.001275,0.0026250000000000006,0.020624999999999998,0.0028,0.011199999999999998
90,0.14005,0.29405,0.06035,0.0874,0.027000000000000003,0.31662500000000005,0.005650000000000001,0.02015,0.0046,0.0035499999999999998,0.023325,0.016075,0.001175
92,0.13765,0.29537499999999994,0.05345,0.12725,0.021949999999999997,0.30152500000000004,0.007575,0.0058249999999999994,0.0056500000000000005,0.002925,0.020575,0.018949999999999998,0.0013
94,0.09352500000000001,0.199325,0.05090000000000001,0.11550000000000002,0.038849999999999996,0.23845000000000002,0.06405000000000001,0.0171,0.018475,0.009575,0.128825,0.024950000000000007,0.000475
95,0.187275,0.432225,0.053550000000000014,0.08159999999999999,0.09469999999999999,0.03695,0.039474999999999996,0.0013499999999999999,0.035324999999999995,0.006250000000000001,0.008724999999999998,0.022324999999999998,0.00025
99,0.134775,0.28295000000000003,0.038775000000000004,0.087175,0.020749999999999998,0.37920000000000004,0.0030000000000000005,0.01575,0.0046749999999999995,0.002975,0.01615,0.012675,0.0011500000000000002
105,0.081675,0.017825,0.018875000000000003,0.871625,0.00195,0.004325,0.00035,7.500000000000001e-05,0.00022500000000000002,0.00035000000000000005,0.0001,0.0021999999999999997,0.00042500000000000003
109,0.383075,0.237625,0.07405,0.139925,0.03995,0.09239999999999998,0.011074999999999998,0.002975,0.0008749999999999999,0.0022749999999999997,0.00485,0.0026999999999999997,0.008225
119,0.1454,0.23347500000000002,0.15019999999999997,0.103125,0.0209,0.276775,0.00945,0.003425,0.009975000000000001,0.008549999999999999,0.023974999999999996,0.01445,0.00030000000000000003
129,0.151425,0.336525,0.046725,0.05550000000000001,0.033025,0.28007499999999996,0.02255,0.0032249999999999996,0.021300000000000003,0.009349999999999999,0.017675000000000003,0.02245,0.00017500000000000005
146,0.13703793103448275,0.15062844827586205,0.025974137931034483,0.34261551724137934,0.00918103448275862,0.19466982758620693,0.002749137931034483,0.036610344827586204,0.0009663793103448276,0.0031336206896551725,0.047034482758620696,0.002626724137931034,0.04677241379310345
